id,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
151062,0,0,81000.0,225000.0,12915.0,225000.0,0.016612,-11227,-1820,-5340,-3485,1,2,11
149761,0,0,94500.0,364896.0,16200.0,315000.0,0.022625,-23351,365243,-7781,-4230,0,2,9
150234,0,0,315000.0,2404386.0,63558.0,2007000.0,0.018801,-21798,365243,-13429,-4321,0,2,8
103507,1,0,225000.0,1350000.0,35743.5,1350000.0,0.010006,-19470,-5326,-8862,-2912,0,2,14
146921,0,0,315000.0,675000.0,32602.5,675000.0,0.006233,-15217,-865,-2896,-1624,0,2,12
132373,0,1,112500.0,135000.0,6750.0,135000.0,0.018634,-12132,-3097,-1461,-2009,0,2,14
122821,1,0,540000.0,545040.0,25537.5,450000.0,0.030755,-12555,-313,-5723,-4370,0,2,15
104862,0,0,202500.0,237024.0,18724.5,180000.0,0.005313,-12966,-1039,-2922,-5334,0,2,10
148499,0,0,135000.0,1078200.0,38200.5,900000.0,0.007114,-17438,-679,-4266,-982,0,2,15
125320,0,0,112500.0,193500.0,18981.0,193500.0,0.018209,-24653,365243,-3373,-4270,0,3,8
147746,0,0,135000.0,314100.0,16573.5,225000.0,0.006207,-18628,-1474,-4853,-2160,0,2,15
149952,0,0,76500.0,270000.0,9828.0,270000.0,0.015221,-21920,-1046,-12016,-4767,0,2,9
130849,0,0,58500.0,203760.0,12595.5,180000.0,0.018029,-21538,365243,-2519,-3062,0,3,6
117259,0,0,225000.0,970380.0,28503.0,810000.0,0.003818,-15761,-1621,-4253,-5575,0,2,8
119610,0,0,157500.0,225000.0,22383.0,225000.0,0.00496,-9559,-1107,-4334,-2213,1,2,10
130063,1,0,162000.0,533304.0,29061.0,405000.0,0.035792,-11953,-814,-2145,-4508,0,2,11
126566,0,0,216000.0,1090926.0,46350.0,1003500.0,0.035792,-19765,-4617,-8846,-3294,0,2,10
140766,0,0,135000.0,284400.0,16011.0,225000.0,0.020246,-24254,-17531,-1850,-4263,0,3,7
149278,0,0,175500.0,299772.0,23814.0,247500.0,0.025164,-15903,-8967,-2241,-5201,0,2,9
112580,1,1,270000.0,396171.0,26928.0,342000.0,0.04622,-13477,-1417,-4635,-4581,0,1,14
142449,0,1,135000.0,545040.0,26640.0,450000.0,0.030755,-14677,-271,-8352,-3936,0,2,13
148132,0,0,540000.0,1125000.0,47664.0,1125000.0,0.007274,-18215,-1391,-5922,-1696,1,2,17
147321,0,2,121500.0,1046142.0,30717.0,913500.0,0.019101,-11502,-1198,-2570,-4166,0,2,9
128261,0,2,157500.0,1288350.0,37669.5,1125000.0,0.04622,-10268,-2808,-1420,-538,0,1,13
104859,0,2,157500.0,247500.0,23031.0,247500.0,0.018209,-12584,-3727,-5709,-4792,0,3,13
101419,0,2,126000.0,425133.0,13018.5,351000.0,0.035792,-17243,365243,-777,-796,0,2,8
150934,0,0,157500.0,315000.0,15750.0,315000.0,0.011657,-15565,-1557,-9612,-4439,0,1,15
147765,0,0,180000.0,1288350.0,41692.5,1125000.0,0.035792,-21122,-3922,-554,-4618,0,2,14
107589,0,1,135000.0,270000.0,13500.0,270000.0,0.010147,-12537,-1846,-8388,-4282,0,2,11
149579,0,0,373500.0,1546020.0,45202.5,1350000.0,0.01452,-11261,-1111,-2765,-3259,1,2,11
112443,0,0,225000.0,1006920.0,42790.5,900000.0,0.031329,-17543,-5572,-9728,-998,0,2,9
143790,0,0,193500.0,508495.5,24592.5,454500.0,0.030755,-9652,-1031,-2839,-2346,0,2,12
151061,0,1,72000.0,180000.0,9000.0,180000.0,0.020713,-11868,-2201,-3853,-3017,0,3,8
122169,1,2,112500.0,545040.0,26640.0,450000.0,0.014464,-11674,-190,-3769,-1395,0,2,8
149023,0,1,157500.0,225000.0,16371.0,225000.0,0.018209,-10523,-860,-927,-842,1,3,10
118328,1,0,112500.0,555273.0,17910.0,463500.0,0.01885,-18890,-843,-45,-2397,0,2,11
140403,0,1,90000.0,634482.0,20596.5,454500.0,0.030755,-20618,-1188,-2365,-4178,0,2,9
109190,1,0,121500.0,270000.0,13500.0,,0.006296,-12390,-640,-6365,-3597,0,3,16
143457,0,0,58500.0,364896.0,25524.0,315000.0,0.00712,-18951,-6852,-1377,-2500,0,2,14
141017,0,1,157500.0,300546.0,31689.0,265500.0,0.019689,-12798,-3347,-6866,-5179,0,2,8
149426,0,1,225000.0,1125000.0,47664.0,1125000.0,0.026392,-15674,-1548,-5289,-4038,0,2,15
135043,0,2,157500.0,942300.0,34749.0,675000.0,0.010643,-16085,-8631,-13698,-4429,0,2,13
144481,0,2,108000.0,862560.0,25218.0,720000.0,0.009175,-14664,-7843,-5025,-5033,1,2,10
147419,0,1,247500.0,1350000.0,37255.5,1350000.0,0.010006,-16756,-9879,-4290,-279,1,2,8
102028,1,0,126000.0,450000.0,30204.0,450000.0,0.028663,-11410,-688,-280,-1694,0,2,8
116083,1,1,175500.0,450000.0,23107.5,450000.0,0.031329,-11479,-1757,-11473,-1197,0,2,13
143869,0,0,180000.0,1288350.0,37800.0,1125000.0,0.020713,-20573,-2351,-2698,-2528,0,3,9
118434,1,0,270000.0,545040.0,26509.5,450000.0,0.01885,-14602,-1095,-4129,-1002,0,2,13
151330,0,0,247500.0,1467612.0,58333.5,1350000.0,0.028663,-15663,-1557,-7779,-4369,0,2,8
143851,0,1,675000.0,900000.0,94639.5,900000.0,0.015221,-16098,-2788,-56,-2456,0,2,10
142570,0,0,229500.0,1489333.5,43546.5,1300500.0,0.010032,-18120,-2731,-12036,-1661,0,2,9
142585,0,0,90000.0,270000.0,13500.0,270000.0,0.035792,-7969,-970,-219,-335,0,2,16
100282,1,0,73341.0,135000.0,6750.0,135000.0,0.018801,-9157,-146,-2926,-1822,0,2,11
111420,0,1,270000.0,1467612.0,56029.5,1350000.0,0.031329,-11390,-427,-3715,-3967,1,2,11
148565,0,1,180000.0,479974.5,25128.0,364500.0,0.019101,-15366,-1061,-7894,-3954,0,2,18
130626,0,0,180000.0,706410.0,67203.0,679500.0,0.02461,-22628,-6544,-13992,-4157,0,2,15
150922,0,2,202500.0,1488159.0,45247.5,1359000.0,0.005002,-11724,-2907,-1176,-267,0,3,11
143688,0,0,135000.0,740088.0,31486.5,661500.0,0.002042,-19366,-8744,-1821,-2884,1,3,13
102999,0,0,135000.0,781920.0,25969.5,675000.0,0.018209,-22999,365243,-2706,-4561,0,3,9
142049,0,0,202500.0,263686.5,25816.5,238500.0,0.010147,-19590,-5887,-12905,-3147,0,2,17
128840,0,2,270000.0,199080.0,15858.0,157500.0,0.009334,-11940,-1209,-899,-1326,0,2,12
141558,0,0,81000.0,152820.0,15241.5,135000.0,0.010276,-24017,-437,-11318,-4444,0,2,11
143579,0,0,135000.0,1223010.0,48631.5,1125000.0,0.030755,-22099,-10184,-9344,-4447,1,2,9
101122,0,1,90000.0,640458.0,27265.5,517500.0,0.018029,-12198,-2058,-465,-3786,0,3,8
143937,0,0,243000.0,900000.0,60390.0,900000.0,0.04622,-20940,-1237,-4353,-4406,1,1,17
142633,0,0,90000.0,321574.5,17100.0,265500.0,0.009657,-8498,-153,-3891,-1168,0,2,12
151014,0,0,54000.0,238500.0,22644.0,238500.0,0.04622,-20137,365243,-11290,-3544,0,1,15
145307,0,0,135000.0,450000.0,21109.5,450000.0,0.026392,-10571,-2311,-2548,-1026,0,2,14
127540,0,2,135000.0,176328.0,14058.0,139500.0,0.005084,-12051,-452,-6000,-3648,0,2,12
128341,1,1,94500.0,630000.0,24543.0,630000.0,0.031329,-10367,-1351,-2321,-937,0,2,13
133360,0,2,162000.0,127350.0,13500.0,112500.0,0.020713,-13549,-6784,-2023,-1159,0,3,10
120070,1,1,180000.0,284400.0,16456.5,225000.0,0.030755,-13261,-3596,-7106,-3758,0,2,16
145272,0,0,180000.0,540000.0,27000.0,540000.0,0.01885,-22143,365243,-3463,-4259,0,2,9
136362,1,0,157500.0,1339690.5,56889.0,1156500.0,0.018801,-19774,-7205,-6242,-3289,0,2,15
150020,0,1,135000.0,545040.0,26509.5,450000.0,0.010276,-9894,-1161,-4727,-1603,0,2,13
125032,1,0,135000.0,343800.0,12478.5,225000.0,0.031329,-23468,365243,-3967,-4253,0,2,8
129583,0,0,225000.0,454500.0,46701.0,454500.0,0.01452,-13487,-2950,-1233,-4789,0,2,11
147655,0,1,112500.0,202500.0,10125.0,,0.008625,-10766,-2275,-7975,-3402,0,2,11
143804,0,0,202500.0,327024.0,16033.5,270000.0,0.0105,-10188,-740,-973,-2480,0,3,15
132251,0,0,135000.0,1546020.0,45333.0,1350000.0,0.04622,-18155,-5059,-10370,-683,0,1,14
147387,0,2,90000.0,521280.0,28278.0,450000.0,0.010643,-14182,-2029,-6698,-4453,1,2,12
150068,0,0,180000.0,537669.0,20398.5,378000.0,0.025164,-17293,-473,-9149,-835,0,2,9
149639,0,0,103500.0,675000.0,26901.0,675000.0,0.026392,-23358,-1337,-8534,-4667,1,2,9
148128,0,0,225000.0,657000.0,29817.0,657000.0,0.01452,-18777,-828,-5364,-1619,0,2,13
149461,0,0,135000.0,1350000.0,35613.0,1350000.0,0.003069,-13290,-2817,-7254,-4530,0,3,17
137470,0,0,144000.0,440784.0,32202.0,360000.0,0.019101,-8689,-1320,-2869,-1368,0,2,17
146225,0,0,202500.0,1096924.5,46606.5,940500.0,0.020713,-22902,-5383,-8812,-4818,0,3,8
147059,0,1,112500.0,130320.0,10215.0,112500.0,0.030755,-10865,-1010,-449,-839,0,2,15
116871,0,1,225000.0,284256.0,28111.5,270000.0,0.04622,-19186,-1893,-3273,-2695,0,1,13
120523,0,0,135000.0,263686.5,25816.5,238500.0,0.031329,-19161,-9141,-11659,-2715,0,2,9
124174,0,0,112500.0,942300.0,30528.0,675000.0,0.00496,-18327,-3389,-4892,-1869,0,2,15
129053,0,0,202500.0,675000.0,34596.0,675000.0,0.028663,-12822,-837,-6933,-4444,0,2,11
140328,0,0,180000.0,178290.0,17496.0,157500.0,0.011703,-18851,-7419,-7814,-2124,0,2,14
146276,0,1,67500.0,187704.0,8748.0,148500.0,0.028663,-15495,-4124,-6139,-4609,1,2,14
137077,1,1,270000.0,797557.5,31167.0,688500.0,0.04622,-16878,-398,-5784,-430,0,1,12
149306,0,0,225000.0,620325.0,31801.5,535500.0,0.035792,-19223,-1321,-6235,-1519,0,2,14
103131,0,2,112500.0,675000.0,36747.0,675000.0,0.026392,-12453,-1927,-2661,-4249,0,2,12
147157,0,0,121500.0,135000.0,6889.5,135000.0,0.010032,-16939,-1562,-4863,-431,0,2,13
124228,0,1,67500.0,86598.0,10404.0,76500.0,0.003122,-9998,-1553,-3973,-1073,0,3,10
142020,0,0,99000.0,654498.0,27859.5,585000.0,0.00702,-16871,-1220,-5156,-428,1,2,11
126381,0,0,180000.0,545040.0,26640.0,450000.0,0.006852,-19327,-1166,-4786,-2857,0,3,13
141892,0,2,90000.0,315000.0,24885.0,315000.0,0.010966,-11665,-983,-738,-4337,1,2,14
149380,0,0,112500.0,469152.0,20007.0,405000.0,0.019101,-19067,365243,-7651,-2624,0,2,10
149196,0,0,153000.0,675000.0,32602.5,675000.0,0.026392,-23046,365243,-8071,-4318,0,2,11
130712,0,0,103500.0,144000.0,5427.0,144000.0,0.01452,-22484,365243,-1528,-3611,0,2,11
141745,0,1,112500.0,479637.0,22491.0,396000.0,0.015221,-15378,-225,-2297,-4103,0,2,10
117571,0,0,144000.0,472500.0,44860.5,454500.0,0.018029,-15335,-8582,-5047,-5998,1,3,11
121920,0,0,99000.0,163201.5,14089.5,148500.0,0.010032,-9926,-2769,-6518,-2107,0,2,9
142011,1,0,315000.0,808650.0,31333.5,675000.0,0.008575,-17474,-1044,-9222,-1018,0,2,11
148530,0,0,117000.0,284400.0,22599.0,225000.0,0.035792,-23081,365243,-7009,-4112,0,2,15
151311,0,1,90000.0,270000.0,13500.0,270000.0,0.022625,-11234,-328,-5261,-399,0,2,13
119002,0,2,360000.0,1546020.0,45202.5,1350000.0,0.032561,-15447,-1914,-9555,-4260,0,1,13
110429,1,0,171000.0,472500.0,20943.0,472500.0,0.018209,-17508,-1648,-1889,-1055,0,3,6
147362,0,0,279000.0,640080.0,24259.5,450000.0,0.035792,-18198,-2186,-10847,-1730,0,2,16
150164,0,0,162000.0,2013840.0,53122.5,1800000.0,0.002506,-17271,-598,-4700,-808,0,2,6
147103,0,0,54000.0,67500.0,6916.5,67500.0,0.031329,-23624,365243,-9805,-4812,0,2,14
140033,0,2,405000.0,562500.0,44572.5,562500.0,0.015221,-11541,-2706,-1251,-1750,0,2,8
151077,0,0,135000.0,405000.0,20250.0,405000.0,0.001276,-14233,-7239,-1402,-4174,0,2,6
150249,0,3,225000.0,765000.0,39190.5,765000.0,0.018209,-13887,-2040,-1415,-5334,0,3,8
123410,0,0,202500.0,545040.0,26509.5,450000.0,0.04622,-11653,-2036,-5510,-1124,1,1,15
150090,0,0,189000.0,1288350.0,34114.5,1125000.0,0.035792,-18093,-3091,-698,-1560,0,2,14
149990,1,2,112500.0,562500.0,27189.0,562500.0,0.015221,-17423,-1244,-879,-890,1,2,13
150689,0,0,135000.0,319981.5,13684.5,243000.0,0.018801,-19205,-300,-9121,-2751,0,2,12
146725,0,0,112500.0,454500.0,17914.5,454500.0,0.007305,-22033,365243,-11613,-4557,0,3,12
107185,0,1,117000.0,640080.0,31261.5,450000.0,0.035792,-10278,-1619,-4579,-2550,0,2,13
144068,0,0,247500.0,755190.0,33394.5,675000.0,0.018029,-22777,365243,-4325,-4436,0,3,6
119352,0,0,180000.0,533313.0,41400.0,472500.0,0.010276,-9925,-1023,-4615,-1940,0,2,12
125442,0,0,135000.0,675000.0,49248.0,675000.0,0.026392,-11384,-1453,-1497,-1238,0,2,13
102955,1,2,94500.0,270000.0,13500.0,270000.0,0.018801,-7763,-1167,-5306,-430,1,2,12
108387,1,0,112500.0,755190.0,33394.5,675000.0,0.00496,-23053,365243,-10481,-3493,0,2,12
111114,0,0,225000.0,331632.0,32931.0,315000.0,0.01885,-12107,-1569,-367,-4777,1,2,13
101611,0,0,51750.0,229230.0,12798.0,202500.0,0.018209,-21982,365243,-2117,-4981,0,3,13
145340,0,0,67500.0,52767.0,5139.0,49500.0,0.019689,-22047,365243,-13205,-4222,0,2,13
144785,1,1,157500.0,942300.0,26041.5,675000.0,0.010556,-11152,-2723,-4840,-3655,1,3,10
102571,0,0,112500.0,157500.0,8172.0,157500.0,0.030755,-15576,-1364,-3948,-5124,1,2,14
120902,0,2,225000.0,765000.0,41661.0,765000.0,0.072508,-16765,-1651,-5829,-321,0,1,12
139348,0,1,108000.0,50940.0,5616.0,45000.0,0.010966,-10779,-840,-777,-2543,0,2,17
110824,0,0,157500.0,1078200.0,31653.0,900000.0,0.00712,-20845,-1410,-11612,-4015,0,2,13
146308,0,0,157500.0,670500.0,19732.5,670500.0,0.026392,-18161,-9897,-9247,-1467,1,2,12
146736,0,0,225000.0,675000.0,21775.5,675000.0,0.028663,-23115,365243,-4497,-4497,0,2,12
131503,0,1,135000.0,215640.0,17419.5,180000.0,0.008625,-10865,-889,-4913,-613,0,2,13
140637,0,2,270000.0,2463840.0,74830.5,2250000.0,0.072508,-13270,-806,-1596,-4900,0,1,15
118980,0,0,180000.0,1125000.0,44617.5,1125000.0,0.009549,-20008,-7444,-4955,-2751,1,2,12
145945,0,0,202500.0,270000.0,13500.0,270000.0,0.031329,-7741,-935,-4611,-413,0,2,15
121894,1,2,184500.0,385164.0,23404.5,292500.0,0.018029,-9949,-974,-1408,-2552,0,3,12
105743,0,0,90000.0,501435.0,24516.0,414000.0,0.035792,-11800,-1964,-5625,-3912,0,2,13
134941,0,1,180000.0,508495.5,23692.5,454500.0,0.018029,-15644,-2985,-2408,-3394,1,3,7
129290,1,0,270000.0,1350000.0,42520.5,1350000.0,0.010006,-19725,-311,-3213,-1799,0,2,9
102676,0,0,356625.0,1532506.5,53397.0,1399500.0,0.072508,-22177,365243,-6949,-5158,0,1,17
148670,0,0,144000.0,945000.0,40167.0,945000.0,0.028663,-18816,-2604,-3908,-2341,0,2,15
146381,0,0,180000.0,536917.5,19413.0,463500.0,0.006207,-19589,-11126,-9723,-3093,0,2,17
119480,1,1,58500.0,508500.0,20412.0,508500.0,0.018209,-15689,-3475,-5083,-4305,1,3,16
105257,0,0,81000.0,497520.0,39438.0,450000.0,0.018029,-12836,-1444,-677,-2536,0,3,16
140946,0,0,135000.0,544491.0,17694.0,454500.0,0.009657,-16312,-1045,-4499,-621,0,2,10
116327,0,0,135000.0,270000.0,14778.0,270000.0,0.025164,-8918,-1252,-8578,-1457,1,2,12
111530,0,0,67500.0,219870.0,9445.5,157500.0,0.019689,-22452,365243,-10176,-953,0,2,13
144470,1,0,247500.0,2013840.0,53253.0,1800000.0,0.010032,-20122,-874,-5863,-3583,0,2,3
149795,0,1,180000.0,1164667.5,34182.0,1017000.0,0.025164,-16134,-594,-8532,-5216,0,2,13
141425,0,1,135000.0,352044.0,13401.0,247500.0,0.018801,-18996,-599,-9118,-2428,0,2,11
138832,1,1,270000.0,900000.0,32017.5,900000.0,0.032561,-13538,-5422,-5758,-4641,1,1,17
142761,0,1,112500.0,225000.0,11250.0,225000.0,0.019689,-14384,-3818,-4063,-4413,1,2,12
130245,1,0,180000.0,545040.0,34960.5,450000.0,0.014464,-8807,-719,-3632,-1489,1,2,9
147164,0,0,90000.0,225000.0,17775.0,225000.0,0.018634,-10445,-2828,-6058,-3116,1,2,10
148976,0,0,202500.0,675000.0,24930.0,675000.0,0.01452,-16914,-978,-7832,-446,0,2,13
150641,0,0,112500.0,225000.0,25384.5,225000.0,0.008625,-11170,-1896,-1301,-1403,1,2,19
136834,1,1,90000.0,1288350.0,41692.5,1125000.0,0.009334,-13899,-1298,-7996,-4042,0,2,16
144957,1,1,112500.0,345645.0,16942.5,243000.0,0.022625,-12327,-2531,-4413,-4400,0,2,17
138692,0,0,135000.0,157500.0,7875.0,157500.0,0.008575,-11495,-2673,-11349,-681,0,2,15
149519,0,2,139500.0,640080.0,31261.5,450000.0,0.006629,-11584,-1691,-3892,-862,0,2,7
101066,0,1,112500.0,405000.0,20677.5,405000.0,0.022625,-8880,-1579,-1261,-1518,1,2,18
121964,1,0,315000.0,407520.0,32328.0,360000.0,0.072508,-17107,-781,-10531,-592,0,1,14
131220,1,1,90000.0,521280.0,20668.5,450000.0,0.028663,-13486,-1699,-3907,-4726,1,2,18
143999,0,0,157500.0,1350000.0,37125.0,1350000.0,0.031329,-18718,365243,-1079,-2268,0,2,13
146030,0,0,157500.0,508495.5,21672.0,454500.0,0.022625,-9736,-954,-3796,-2172,0,2,17
124397,0,0,135000.0,513531.0,24835.5,459000.0,0.019689,-13742,-346,-7635,-4648,0,2,9
148500,0,0,112500.0,562500.0,33016.5,562500.0,0.018209,-14393,-444,-4152,-4897,0,3,11
150870,0,1,94500.0,247500.0,11596.5,247500.0,0.015221,-9198,-1598,-834,-966,0,2,12
117454,0,0,450000.0,1620765.0,47520.0,1269000.0,0.072508,-20614,365243,-14652,-4139,0,1,17
121924,0,0,112500.0,376078.5,29844.0,310500.0,0.018634,-10798,-1318,-249,-3163,0,2,11
150192,0,0,90000.0,301464.0,8419.5,238500.0,0.00712,-9227,-677,-3997,-1751,0,2,13
145526,0,0,157500.0,239418.0,20475.0,211500.0,0.010643,-12432,-784,-2732,-2480,1,2,9
112669,0,0,270000.0,720000.0,23224.5,720000.0,0.018029,-16958,-6690,-3629,-501,1,3,7
130557,0,1,185400.0,848745.0,43465.5,675000.0,0.01885,-14817,-413,-5134,-5142,0,2,14
147507,0,0,180000.0,1006920.0,40063.5,900000.0,0.019101,-14104,-151,-8214,-4873,0,2,10
145282,0,0,94500.0,90000.0,6529.5,90000.0,0.028663,-22209,365243,-12599,-4179,0,2,9
147537,0,0,112500.0,134775.0,10206.0,112500.0,0.031329,-22179,-2799,-3261,-3310,0,2,10
149913,0,0,247500.0,1125000.0,32895.0,1125000.0,0.018029,-19652,-102,-8908,-156,1,3,13
150280,0,0,90000.0,238500.0,11470.5,238500.0,0.030755,-22649,-9589,-12828,-5016,0,2,13
134616,1,0,135000.0,587619.0,19084.5,490500.0,0.018029,-20117,365243,-3329,-3012,0,3,6
133509,0,0,166500.0,814041.0,28840.5,679500.0,0.008575,-15762,-1482,-5354,-2280,1,2,15
145355,0,1,135000.0,299772.0,21852.0,247500.0,0.010966,-9664,-174,-213,-2330,0,2,12
146658,0,0,99000.0,436032.0,21339.0,360000.0,0.025164,-18228,-484,-5125,-1765,0,2,9
145304,0,0,112500.0,387000.0,20389.5,387000.0,0.010006,-18559,-120,-1886,-2103,0,2,11
149244,1,0,225000.0,339241.5,16627.5,238500.0,0.031329,-11773,-1328,-1176,-4174,0,2,12
107781,1,0,225000.0,1210054.5,32580.0,1030500.0,0.072508,-22382,365243,-12703,-3872,0,1,19
108191,0,1,180000.0,799299.0,40941.0,702000.0,0.010643,-11900,-731,-1875,-2578,0,2,11
140242,0,0,144000.0,781920.0,23706.0,675000.0,0.04622,-13846,-1569,-7884,-4444,1,1,12
148190,0,0,135000.0,180000.0,9000.0,180000.0,0.00823,-7903,-701,-4627,-146,0,2,17
130087,1,1,157500.0,781920.0,40054.5,675000.0,0.030755,-14492,-7934,-5332,-5334,1,2,14
142113,0,0,112500.0,808650.0,26217.0,675000.0,0.01885,-18488,-717,-7074,-2042,1,2,11
107533,1,2,157500.0,521280.0,31630.5,450000.0,0.020246,-10775,-1031,-2341,-1068,0,3,13
142672,0,0,90000.0,1288350.0,37800.0,1125000.0,0.030755,-17104,365243,-4227,-650,0,2,9
146743,0,3,225000.0,1006920.0,40063.5,900000.0,0.02461,-12588,-831,-3613,-4892,0,2,17
121898,0,2,90000.0,808650.0,26086.5,675000.0,0.011657,-11759,-267,-1960,-1764,0,1,13
132652,0,1,135000.0,381528.0,21901.5,315000.0,0.00963,-13162,-1778,-2114,-2815,1,2,11
139155,0,1,90000.0,1312110.0,52168.5,1125000.0,0.008068,-10994,-1670,-431,-1865,0,3,5
132976,1,1,225000.0,640080.0,31261.5,450000.0,0.020713,-11949,-2389,-394,-2656,0,3,7
134701,0,3,126000.0,202765.5,16384.5,184500.0,0.031329,-10341,-3205,-895,-2731,1,2,10
148000,0,2,157500.0,339948.0,23787.0,315000.0,0.020713,-14843,-8094,-2599,-4566,1,3,7
126569,0,1,225000.0,1800000.0,93204.0,1800000.0,0.072508,-13982,-1295,-8124,-5104,1,1,12
145222,0,0,270000.0,2048580.0,54040.5,1710000.0,0.008866,-17006,-1684,-6986,-557,0,2,10
146540,0,1,135000.0,810000.0,35811.0,810000.0,0.026392,-16912,-9796,-9983,-435,0,2,12
111085,0,1,270000.0,500211.0,27931.5,463500.0,0.035792,-13974,-1767,-5426,-4271,0,2,10
129730,1,0,247500.0,770913.0,22671.0,643500.0,0.018634,-21191,365243,-13607,-1140,0,2,9
149674,1,0,247500.0,873342.0,25663.5,729000.0,0.009175,-10057,-3408,-4701,-2740,0,2,16
141973,0,1,166500.0,495000.0,24750.0,495000.0,0.00702,-14231,-893,-1635,-2611,0,2,13
146510,0,1,121500.0,225000.0,11619.0,225000.0,0.030755,-17971,-1660,-7023,-1508,0,2,17
138290,0,1,135000.0,254700.0,27153.0,225000.0,0.008575,-10328,-2425,-302,-3004,0,2,10
102217,1,1,117000.0,225000.0,26703.0,225000.0,0.026392,-13183,-808,-4689,-4716,1,2,19
104751,0,1,157500.0,755190.0,36328.5,675000.0,0.031329,-15266,-3134,-2561,-4105,1,2,13
117423,0,0,108000.0,269550.0,18891.0,225000.0,0.030755,-21551,365243,-13114,-4812,0,2,10
120844,0,0,76500.0,381528.0,17914.5,315000.0,0.025164,-10146,-792,-2665,-633,0,2,8
146537,0,1,45000.0,161730.0,13095.0,135000.0,0.00733,-9036,-133,-1954,-1700,0,2,18
143055,0,1,90000.0,152820.0,16344.0,135000.0,0.010556,-17694,-1687,-5820,-1231,0,3,10
147822,0,0,216000.0,381528.0,18684.0,315000.0,0.010147,-14580,-1651,-3768,-723,1,2,13
150686,0,0,238500.0,648000.0,31302.0,648000.0,0.028663,-19386,-147,-6737,-2907,0,2,12
138918,1,1,117000.0,1228500.0,47601.0,1228500.0,0.025164,-14849,-2243,-345,-3901,0,2,10
149439,0,0,117000.0,119925.0,11812.5,112500.0,0.019101,-24428,365243,-565,-626,0,2,16
140663,1,0,211500.0,364230.0,24930.0,337500.0,0.032561,-19996,-1355,-5571,-3372,0,1,17
145933,0,0,67500.0,135000.0,12379.5,135000.0,0.015221,-8661,-500,-8228,-1334,1,2,12
144977,0,3,202500.0,1288350.0,37800.0,1125000.0,0.009549,-14620,-5304,-7747,-5190,0,2,10
148604,0,0,225000.0,1046142.0,30586.5,913500.0,0.02461,-20488,-2362,-4878,-4042,0,2,10
122880,1,0,112500.0,675000.0,28377.0,675000.0,0.015221,-14990,-1295,-1198,-3761,0,2,7
116807,1,1,585000.0,1240614.0,41130.0,1111500.0,0.072508,-15939,-5122,-8281,-2311,0,1,18
149884,0,0,135000.0,273636.0,27193.5,247500.0,0.019689,-11192,-2985,-5969,-3743,0,2,11
148667,0,0,225000.0,317443.5,16335.0,256500.0,0.04622,-18045,-3327,-8121,-1605,0,1,11
129414,0,0,45000.0,152820.0,8118.0,135000.0,0.014464,-22688,365243,-9930,-4926,0,2,6
140710,0,0,225000.0,376920.0,16096.5,270000.0,0.01885,-16685,365243,-5549,-181,0,2,11
148161,1,0,85500.0,50940.0,5535.0,45000.0,0.019101,-21610,-3524,-10077,-4443,1,2,16
122285,0,0,112500.0,540000.0,27000.0,540000.0,0.018209,-19114,-1580,-1820,-2632,0,3,9
107007,0,0,67500.0,545040.0,25537.5,450000.0,0.018634,-8609,-886,-985,-474,0,2,14
106658,0,1,135000.0,135000.0,6750.0,135000.0,0.015221,-14517,-834,-3783,-3931,0,2,15
134914,0,0,112500.0,315000.0,15750.0,315000.0,0.006305,-19891,-1148,-283,-1074,0,3,7
140187,0,2,180000.0,781920.0,43659.0,675000.0,0.030755,-14366,-188,-3850,-4368,0,2,11
150942,0,1,135000.0,824823.0,24115.5,688500.0,0.02461,-14721,-3794,-2465,-4394,1,2,11
126890,0,1,294750.0,1255680.0,45234.0,1125000.0,0.00702,-15362,-1112,-4222,-4417,0,2,15
150573,0,0,180000.0,891072.0,34069.5,720000.0,0.030755,-10575,-1843,-1837,-3253,0,2,11
112806,0,1,103500.0,135000.0,6750.0,135000.0,0.02461,-8177,-925,-8146,-546,0,2,17
101839,0,0,630000.0,562500.0,26064.0,562500.0,0.020713,-12141,-3511,-336,-3722,1,3,13
135832,1,0,157500.0,592560.0,32274.0,450000.0,0.019689,-10210,-1491,-3549,-2838,0,2,12
103384,1,0,121500.0,900000.0,26316.0,900000.0,0.0228,-17270,-5094,-3510,-798,1,2,16
117244,1,0,225000.0,1174090.5,46692.0,1080000.0,0.035792,-18745,-5206,-9167,-2299,0,2,10
142609,0,0,90000.0,286704.0,20520.0,247500.0,0.010643,-14072,-1296,-8204,-4843,0,2,13
141149,0,1,220500.0,367389.0,16312.5,279000.0,0.006296,-10494,-1451,-2983,-2983,1,3,10
150076,0,1,157500.0,1147500.0,31684.5,1147500.0,0.002042,-15090,-5568,-185,-1466,0,3,13
127724,1,0,90000.0,513000.0,21865.5,513000.0,0.028663,-22137,365243,-4347,-4360,0,2,10
106074,1,1,135000.0,450000.0,20979.0,450000.0,0.028663,-10798,-1318,-2070,-3007,0,2,15
